TimeStamp,L,C_CO2,ustar,sd_C_CO2,F_CO2,Q_E,Q_H
timestamp,m,mmol.m-3,m.s-1,mmol.m-3,umol.m-2.s-1,W.m-2,W.m-2
2018-07-01 00:30:00,,,,,,,
2018-07-01 01:00:00,,,,,,,
2018-07-01 01:30:00,39.9,0.000556,0.1523,1.47e-06,0.85,0.7019,-13.59
2018-07-01 02:00:00,45.3,0.000558,0.1595,1.48e-06,0.632,0.8623,-13.89
2018-07-01 02:30:00,11.1,0.00056,0.1378,2.2e-06,2.029,0.5049,-36.96
2018-07-01 03:00:00,17.7,0.000562,0.1175,2.09e-06,-1.355,1.6833,-14.43
2018-07-01 03:30:00,,,,,,,
2018-07-01 04:00:00,,,,,,,
2018-07-01 04:30:00,17.1,0.000568,0.0959,2.03e-06,0.367,-1.202,-8.39
2018-07-01 05:00:00,48.1,0.000565,0.1494,1.75e-06,-0.84,0.0825,-11.61
2018-07-01 05:30:00,-466.5,0.000561,0.1557,2.36e-06,-1.415,11.0768,1.39
2018-07-01 06:00:00,-119.4,0.000557,0.2109,9.44e-07,-0.207,14.273,13.59
2018-07-01 06:30:00,-15.3,0.000553,0.1758,1.5e-06,-3.488,42.5951,62.49
2018-07-01 07:00:00,-204.6,0.000547,0.3958,2.16e-06,0.298,30.4766,54.74
2018-07-01 07:30:00,-66.7,0.000545,0.2742,1.12e-06,-1.368,29.8967,56.69
2018-07-01 08:00:00,-80.8,0.000543,0.3728,1.07e-06,-2.36,55.925,118.54
2018-07-01 08:30:00,,,,,,,
2018-07-01 09:00:00,,,,,,,
2018-07-01 09:30:00,-783.3,0.00054,0.7419,1.01e-06,2.546,55.9068,97.13
2018-07-01 10:00:00,-59.9,0.000539,0.3871,1.1e-06,-2.037,88.8137,179.01
2018-07-01 10:30:00,-91.7,0.000536,0.3841,1.16e-06,-0.937,63.1911,113.1
2018-07-01 11:00:00,-75.4,0.000535,0.3921,1.21e-06,-1.119,70.3902,147.85
2018-07-01 11:30:00,,,,,,,
2018-07-01 12:00:00,,,,,,,
2018-07-01 12:30:00,,,,,,,
2018-07-01 13:00:00,,,,,,,
2018-07-01 13:30:00,,,,,,,
2018-07-01 14:00:00,,,,,,,
2018-07-01 14:30:00,,,,,,,
2018-07-01 15:00:00,,,,,,,
2018-07-01 15:30:00,,,,,,,
2018-07-01 16:00:00,,,,,,,
2018-07-01 16:30:00,,,,,,,
2018-07-01 17:00:00,,,,,,,
2018-07-01 17:30:00,,,,,,,
2018-07-01 18:00:00,,,,,,,
2018-07-01 18:30:00,,,,,,,
2018-07-01 19:00:00,,,,,,,
2018-07-01 19:30:00,,,,,,,
2018-07-01 20:00:00,,,,,,,
2018-07-01 20:30:00,,,,,,,
2018-07-01 21:00:00,,,,,,,
2018-07-01 21:30:00,,,,,,,
2018-07-01 22:00:00,,,,,,,
2018-07-01 22:30:00,-404.7,0.000551,0.2271,1.65e-06,1.819,13.3518,4.98
2018-07-01 23:00:00,228.8,0.000549,0.2947,8.94e-07,0.35,4.721,-18.94
2018-07-01 23:30:00,,,,,,,
2018-07-02 00:00:00,,,,,,,
2018-07-02 00:30:00,,,,,,,
2018-07-02 01:00:00,,,,,,,
2018-07-02 01:30:00,41.47,0.00055,0.1366,1.49e-06,-0.4062,2.048,-9.69
2018-07-02 02:00:00,205.97,0.000553,0.1712,1.1e-06,1.7415,6.003,-3.86
2018-07-02 02:30:00,,,,,,,
2018-07-02 03:00:00,,,,,,,
2018-07-02 03:30:00,42.74,0.000552,0.178,9.45e-07,0.7589,16.622,-20.45
2018-07-02 04:00:00,45.64,0.000553,0.1889,1.01e-06,-0.0539,-1.846,-22.81
2018-07-02 04:30:00,10.57,0.000558,0.0902,2.09e-06,-0.2513,-0.509,-10.76
2018-07-02 05:00:00,8.78,0.000558,0.0856,2.17e-06,0.2074,3.339,-11.24
2018-07-02 05:30:00,46.58,0.000553,0.1585,1.19e-06,1.0515,8.489,-13.41
2018-07-02 06:00:00,-116.25,0.00055,0.1924,1.17e-06,-0.3055,13.017,9.65
2018-07-02 06:30:00,-125.62,0.000546,0.2766,1.12e-06,-0.1151,24.844,26.61
2018-07-02 07:00:00,-104.43,0.000544,0.2803,7.42e-07,-1.5399,28.579,33.27
2018-07-02 07:30:00,-61.62,0.000543,0.3204,6.38e-07,-1.8212,50.4,85.47
2018-07-02 08:00:00,-80.42,0.000542,0.3161,7.35e-07,-1.2453,38.554,62.55
2018-07-02 08:30:00,,,,,,,
2018-07-02 09:00:00,,,,,,,
2018-07-02 09:30:00,,,,,,,
2018-07-02 10:00:00,,,,,,,
2018-07-02 10:30:00,,,,,,,
2018-07-02 11:00:00,,,,,,,
2018-07-02 11:30:00,,,,,,,
2018-07-02 12:00:00,,,,,,,
2018-07-02 12:30:00,-68.2,0.000529,0.5143,6e-07,-0.6741,125.378,253.87
2018-07-02 13:00:00,-107.53,0.00053,0.5577,7.16e-07,-0.7026,92.261,205.72
2018-07-02 13:30:00,-61.51,0.000532,0.4602,5.87e-07,-0.622,108.066,206.71
2018-07-02 14:00:00,-59.78,0.000533,0.4549,1.32e-06,1.6106,73.599,210.49
2018-07-02 14:30:00,,,,,,,
2018-07-02 15:00:00,,,,,,,
2018-07-02 15:30:00,,,,,,,
2018-07-02 16:00:00,,,,,,,
2018-07-02 16:30:00,,,,,,,
2018-07-02 17:00:00,,,,,,,
2018-07-02 17:30:00,,,,,,,
2018-07-02 18:00:00,,,,,,,
2018-07-02 18:30:00,,,,,,,
2018-07-02 19:00:00,,,,,,,
2018-07-02 19:30:00,,,,,,,
2018-07-02 20:00:00,,,,,,,
2018-07-02 20:30:00,208.14,0.000541,0.3921,8.2e-07,0.0335,5.94,-38.83
2018-07-02 21:00:00,211.46,0.000541,0.3464,1.2e-06,0.5425,20.794,-26.34
2018-07-02 21:30:00,86.24,0.000539,0.3369,7.65e-07,-0.5791,2.59,-58.24
2018-07-02 22:00:00,368.59,0.00054,0.3759,8.1e-07,0.2299,1.197,-19.02
2018-07-02 22:30:00,404.09,0.000542,0.4114,9.26e-07,-0.0435,0.312,-22.86
2018-07-02 23:00:00,43.28,0.000542,0.2174,6.97e-07,-0.3348,1.941,-31.71
2018-07-02 23:30:00,123.35,0.000542,0.2997,7.07e-07,0.0563,3.609,-29.15
2018-07-03 00:00:00,167.64,0.000543,0.3308,9.31e-07,-0.1932,1.905,-29.11
2018-07-03 00:30:00,,,,,,,
2018-07-03 01:00:00,,,,,,,
2018-07-03 01:30:00,250.1,0.000546,0.322,5.51e-07,-0.0342,5.113,-19.33
2018-07-03 02:00:00,221.6,0.000546,0.324,6.21e-07,-0.2846,-0.109,-22.53
