TimeStamp,L,C_CO2,ustar,sd_C_CO2,F_CO2,Q_E,Q_H
2018-04-01 10:30:00,-176.953,0.000571,0.2845,3.03e-06,-7.6691,17.11,15.29
2018-04-01 11:00:00,-38.976,0.00057,0.1852,3.28e-06,-6.2193,44.66,19.04
2018-04-01 11:30:00,-38.901,0.00057,0.2436,3.4e-06,-8.5,47.99,43.06
2018-04-01 12:00:00,-23.182,0.000569,0.2014,3.51e-06,-10.4333,57.45,40.97
2018-04-01 12:30:00,-5.066,0.000568,0.1522,3.43e-06,-7.575,68.68,80.65
2018-04-01 13:00:00,-5.697,0.000567,0.1547,4.39e-06,-12.2398,74.88,74.81
2018-04-01 13:30:00,-20.159,0.000567,0.1927,3.86e-06,-11.2257,58.67,40.79
2018-04-01 14:00:00,-5.998,0.000566,0.1237,4.09e-06,-12.8685,69.3,36.41
2018-04-01 14:30:00,-3.415,0.000567,0.0841,3.47e-06,-9.1992,47.99,20.12
2018-04-01 15:00:00,-27.945,0.000568,0.1591,2.78e-06,-6.7092,35.19,16.7
2018-04-01 15:30:00,-30.786,0.000569,0.2533,5.19e-06,-2.3908,44.5,61.06
2018-04-01 16:00:00,-138.813,0.000569,0.3382,3.21e-06,-5.0399,48.56,32.32
2018-04-01 16:30:00,-179.797,0.00057,0.177,2.53e-06,-3.7692,30.17,3.57
2018-04-01 17:00:00,440.609,0.000573,0.2252,5.97e-06,-3.8704,19.31,-3.0
2018-04-01 17:30:00,43.762,0.000578,0.1177,1.07e-05,-3.4234,1.26,-4.33
2018-04-01 18:00:00,628.393,0.000579,0.3968,3.79e-06,2.4674,-11.69,-11.68
2018-04-01 18:30:00,689.999,0.000581,0.3465,4.91e-06,4.7496,6.5,-7.08
2018-04-01 19:00:00,388.365,0.000583,0.352,5.03e-06,1.9102,5.99,-13.23
2018-04-01 19:30:00,112.993,0.000616,0.186,2.94e-05,-3.159,,-6.78
2018-04-01 20:00:00,,,,,,,
2018-04-01 20:30:00,,,,,,,
2018-04-01 21:00:00,,,,,,,
2018-04-01 21:30:00,,,,,,,
2018-04-01 22:00:00,,,,,,,
2018-04-01 22:30:00,,,,,,,
2018-04-01 23:00:00,,,,,,,
2018-04-01 23:30:00,,,,,,,
2018-04-02 00:00:00,,,,,,,
2018-04-02 00:30:00,,,,,,,
2018-04-02 01:00:00,,,,,,,
2018-04-02 01:30:00,,,,,,,
2018-04-02 02:00:00,,,,,,,
2018-04-02 02:30:00,,,,,,,
2018-04-02 03:00:00,,,,,,,
2018-04-02 03:30:00,,,,,,,
2018-04-02 04:00:00,,,,,,,
2018-04-02 04:30:00,,,,,,,
2018-04-02 05:00:00,209.6,0.000613,0.269,1.43e-05,-47.771,,-13.15
2018-04-02 05:30:00,126.9,0.000731,0.199,2.34e-05,1.106,,-8.91
2018-04-02 06:00:00,-223.9,0.000662,0.32,6.07e-05,215.985,,21.15
2018-04-02 06:30:00,,,,,,,
2018-04-02 07:00:00,,,,,,,
2018-04-02 07:30:00,,,,,,,
2018-04-02 08:00:00,,,,,,,
2018-04-02 08:30:00,,,,,,,
2018-04-02 09:00:00,-93.9,0.000617,0.253,8.01e-05,171.739,,25.26
2018-04-02 09:30:00,-1534.0,0.000716,0.285,6.45e-05,200.743,,2.22
2018-04-02 10:00:00,-32.6,,0.237,,,,60.96
2018-04-02 10:30:00,,,,,,,
2018-04-02 11:00:00,,,,,,,
2018-04-02 11:30:00,-513.0,0.0007,0.614,9.2e-05,-19.49,,67.81
2018-04-02 12:00:00,551.8,0.001287,0.235,0.000253,-78.971,,-3.59
2018-04-02 12:30:00,,,,,,,
2018-04-02 13:00:00,,,,,,,
2018-04-02 13:30:00,-265.7,,0.349,,,,24.25
2018-04-02 14:00:00,-164.1,0.000694,0.322,3.31e-05,-58.019,,30.63
2018-04-02 14:30:00,-277.4,0.000669,0.347,9.53e-06,-1.189,,22.79
2018-04-02 15:00:00,-140.4,0.00058,0.363,3.61e-05,-46.199,,52.09
2018-04-02 15:30:00,-86.5,0.000566,0.217,1.96e-06,0.307,9.672,18.21
2018-04-02 16:00:00,53.7,0.000577,0.215,1.56e-05,-21.213,,-28.97
2018-04-02 16:30:00,200.5,0.00059,0.22,3.14e-05,-14.57,,-8.56
2018-04-02 17:00:00,557.5,0.000561,0.233,1.85e-06,-1.901,15.146,-3.65
2018-04-02 17:30:00,-2214.8,0.000561,0.37,6.91e-07,-0.193,-9.118,3.63
2018-04-02 18:00:00,298.1,0.000562,0.325,8.53e-07,0.446,-4.317,-18.4
2018-04-02 18:30:00,70.1,0.000565,0.191,1.76e-06,-2.197,6.58,-15.9
2018-04-02 19:00:00,82.4,0.00057,0.221,3.22e-06,1.033,-0.283,-20.92
2018-04-02 19:30:00,141.2,0.00057,0.236,2.3e-06,0.677,0.86,-14.96
2018-04-02 20:00:00,924.3,0.000571,0.696,1.94e-06,2.709,-31.77,-57.53
2018-04-02 20:30:00,95.0,0.000571,0.217,1.46e-06,1.717,-7.128,-17.04
2018-04-02 21:00:00,189.6,0.000573,0.278,2.02e-06,-3.459,24.695,-17.98
2018-04-02 21:30:00,193.6,0.000571,0.217,1.94e-06,-0.973,-14.491,-8.48
2018-04-02 22:00:00,280.2,0.00057,0.36,2.26e-06,5.397,18.952,-26.44
2018-04-02 22:30:00,112.8,0.000569,0.22,1.3e-06,0.11,-2.855,-15.03
2018-04-02 23:00:00,,,,,,,
2018-04-02 23:30:00,,,,,,,
2018-04-03 00:00:00,,,,,,,
2018-04-03 00:30:00,-19.5,0.001597,0.281,0.000273,41.0933,,184.604
2018-04-03 01:00:00,,,,,,,
2018-04-03 01:30:00,,,,,,,
2018-04-03 02:00:00,,,,,,,
2018-04-03 02:30:00,,,,,,,
2018-04-03 03:00:00,,,,,,,
2018-04-03 03:30:00,,,,,,,
2018-04-03 04:00:00,,,,,,,
2018-04-03 04:30:00,291.9,0.001022,0.41,4.61e-05,1.974,,-38.041
2018-04-03 05:00:00,154.9,,0.285,,,,-24.145
2018-04-03 05:30:00,,,,,,,
2018-04-03 06:00:00,,,,,,,
2018-04-03 06:30:00,64.5,0.001159,0.215,4.58e-05,-72.1417,,-24.713
2018-04-03 07:00:00,-78.0,0.000993,0.21,3.82e-05,9.8041,,19.359
2018-04-03 07:30:00,317.7,0.001157,0.321,6.48e-05,-42.4567,,-17.035
2018-04-03 08:00:00,-156.4,,0.323,,,,35.287
2018-04-03 08:30:00,,,,,,,
2018-04-03 09:00:00,,,,,,,
2018-04-03 09:30:00,,,0.245,,,,
2018-04-03 10:00:00,-596.6,0.000736,0.327,2.88e-05,158.1772,,9.79
2018-04-03 10:30:00,-285.5,0.000592,0.3,8.37e-05,283.5338,,15.494
2018-04-03 11:00:00,951.8,0.000554,0.46,3.12e-06,-14.0627,91.66,-16.436
2018-04-03 11:30:00,-1104.6,0.000555,0.421,2.83e-06,-13.1418,90.95,10.696
2018-04-03 12:00:00,,,,,,,
2018-04-03 12:30:00,,,,,,,
2018-04-03 13:00:00,-238.9,0.000555,0.437,2.17e-06,-14.7527,116.7,53.019
2018-04-03 13:30:00,-5598.3,0.000556,0.954,2.09e-06,-6.1755,102.29,22.831
2018-04-03 14:00:00,1138.8,0.000558,0.55,2.22e-06,-11.029,79.15,-21.08
2018-04-03 14:30:00,-2590.7,0.000556,1.028,2.08e-06,-10.8921,87.01,58.394
2018-04-03 15:00:00,-788.1,0.000558,0.453,1.88e-06,-11.2648,88.59,16.297
2018-04-03 15:30:00,-6088.1,0.000558,0.615,2.11e-06,-12.7135,140.98,5.218
2018-04-03 16:00:00,-20459.2,0.00056,0.388,1.59e-06,-7.4827,72.7,0.387
2018-04-03 16:30:00,941.9,0.00056,0.359,1.06e-06,-1.0602,15.6,-6.77
2018-04-03 17:00:00,409.5,0.000562,0.392,1.38e-06,-1.1564,4.71,-20.558
2018-04-03 17:30:00,,,,,,,
2018-04-03 18:00:00,,,,,,,
2018-04-03 18:30:00,287.1,0.000563,0.349,1.71e-06,0.9806,6.22,-21.575
2018-04-03 19:00:00,166.5,0.000566,0.39,1.69e-06,0.0166,-1.52,-51.794
2018-04-03 19:30:00,312.6,0.000567,0.398,1.86e-06,1.7095,2.14,-29.276
2018-04-03 20:00:00,83.0,0.00057,0.261,2.09e-06,1.4566,-7.51,-31.002
2018-04-03 20:30:00,77.9,0.000572,0.266,1.9e-06,4.0285,7.12,-34.732
2018-04-03 21:00:00,54.5,0.000575,0.212,1.35e-06,1.7726,1.83,-25.118
2018-04-03 21:30:00,84.6,0.000584,0.166,6.34e-06,7.4075,,-7.611
2018-04-03 22:00:00,102.3,0.000593,0.256,8.27e-06,-10.4249,22.87,-23.022
2018-04-03 22:30:00,38.0,0.000593,0.157,9.32e-06,-1.9529,,-14.461
2018-04-03 23:00:00,45.6,0.000585,0.173,8.84e-06,-6.9228,5.7,-16.303
2018-04-03 23:30:00,33.4,0.000586,0.147,9.84e-06,-3.9566,-8.87,-13.398
2018-04-04 00:00:00,19.4,0.000587,0.117,8.54e-06,-1.2421,,-11.439
2018-04-04 00:30:00,13.6,0.000593,0.115,5.48e-06,2.175,-8.07,-15.63
2018-04-04 01:00:00,24.6,0.000591,0.149,3.84e-06,1.463,,-18.61
2018-04-04 01:30:00,23.9,0.000586,0.188,4.14e-06,-3.423,,-38.85
2018-04-04 02:00:00,1845.4,,0.273,,,,-1.58
2018-04-04 02:30:00,,,,,,,
2018-04-04 03:00:00,,,,,,,
2018-04-04 03:30:00,,,,,,,
2018-04-04 04:00:00,,,,,,,
2018-04-04 04:30:00,,,,,,,
2018-04-04 05:00:00,276.2,,0.472,,,,-55.92
2018-04-04 05:30:00,264.3,0.000593,0.468,1.61e-05,-52.561,,-55.94
2018-04-04 06:00:00,-1026.5,0.000573,0.566,3.53e-06,5.547,25.465,25.39
2018-04-04 06:30:00,305.4,0.000569,0.433,4.09e-06,0.814,-6.218,-37.76
2018-04-04 07:00:00,563.2,0.000568,0.499,2.49e-06,1.987,-31.119,-31.53
2018-04-04 07:30:00,1077.4,0.000567,0.462,2.35e-06,7.152,7.994,-12.96
2018-04-04 08:00:00,467.7,0.000566,0.494,1.7e-06,0.93,17.343,-36.15
2018-04-04 08:30:00,4194.6,0.000569,0.649,9.06e-06,-0.296,,-9.11
2018-04-04 09:00:00,1197.1,0.000563,0.5,2e-06,-10.439,69.526,-14.64
2018-04-04 09:30:00,-3148.1,0.000563,0.609,1.91e-06,-10.311,76.132,10.04
2018-04-04 10:00:00,1322.1,0.000561,0.471,2.82e-06,-22.574,138.542,-11.34
2018-04-04 10:30:00,-1292.2,0.000575,0.609,2.36e-05,-2.936,,24.48
2018-04-04 11:00:00,-3166.2,0.000571,0.616,1.53e-05,-27.288,,10.51
2018-04-04 11:30:00,271.1,,0.484,,,,-60.71
2018-04-04 12:00:00,2350.6,0.000584,0.618,1.73e-05,-10.283,,-14.57
2018-04-04 12:30:00,-166.4,0.000596,0.452,2.22e-05,-1.039,,81.53
2018-04-04 13:00:00,,,,,,,
2018-04-04 13:30:00,,,,,,,
2018-04-04 14:00:00,,,,,,,
2018-04-04 14:30:00,,,,,,,
2018-04-04 15:00:00,-1090.8,0.00059,0.575,1.34e-05,-0.905,,26.17
2018-04-04 15:30:00,-1550.8,0.000588,0.518,7.06e-05,74.206,,13.39
2018-04-04 16:00:00,,,,,,,
2018-04-04 16:30:00,,,,,,,
2018-04-04 17:00:00,-1347.0,0.000569,0.453,2.11e-05,-3.901,,10.55
2018-04-04 17:30:00,3076.1,0.000698,0.368,6.16e-05,53.942,,-2.49
2018-04-04 18:00:00,701.3,0.00062,0.335,5.45e-05,-14.116,,-8.14
2018-04-04 18:30:00,113.2,0.00073,0.224,4.89e-05,-29.127,,-15.08
2018-04-04 19:00:00,52.9,0.000603,0.22,2.3e-05,0.555,,-29.98
2018-04-04 19:30:00,108.1,0.000594,0.266,2.06e-06,0.378,-2.094,-25.6
2018-04-04 20:00:00,,,,,,,
2018-04-04 20:30:00,,,,,,,
2018-04-04 21:00:00,378.4,0.00057,0.47,1.27e-06,0.373,7.901,-35.88
2018-04-04 21:30:00,315.1,0.000571,0.412,1.06e-06,0.508,0.756,-28.37
2018-04-04 22:00:00,311.9,0.000573,0.465,1.56e-06,0.402,8.422,-40.63
2018-04-04 22:30:00,133.6,0.000575,0.27,1.48e-06,0.296,-0.243,-18.68
2018-04-04 23:00:00,209.9,0.000577,0.357,1.31e-06,-0.551,-2.021,-27.32
2018-04-04 23:30:00,413.3,0.000578,0.426,1.39e-06,2.004,3.414,-23.47
2018-04-05 00:00:00,375.7,0.00058,0.33,1.11e-06,0.385,5.632,-11.94
2018-04-05 00:30:00,226.35,0.000578,0.3295,1.33e-06,-0.8024,-3.284,-19.594
2018-04-05 01:00:00,966.554,0.000576,0.4256,1.04e-06,1.2964,4.232,-9.853
2018-04-05 01:30:00,135.388,0.000576,0.3106,1.45e-06,-5.5063,-36.546,-27.215
2018-04-05 02:00:00,381.379,0.000574,0.4157,7.63e-07,-0.6189,3.206,-22.416
2018-04-05 02:30:00,1013.503,0.000583,0.556,1.07e-05,10.8709,,-20.31
2018-04-05 03:00:00,398.61,0.000577,0.5385,1.41e-06,-1.7236,61.959,-47.263
2018-04-05 03:30:00,105.353,0.000578,0.2358,8.56e-07,0.5751,9.57,-14.932
2018-04-05 04:00:00,1154.093,0.000577,0.5761,7.59e-07,0.4935,-8.049,-19.763
2018-04-05 04:30:00,270.725,0.000578,0.3188,1.2e-06,1.3569,1.488,-14.232
2018-04-05 05:00:00,-2622.523,0.000578,0.3385,1.26e-06,1.2403,-2.363,1.759
2018-04-05 05:30:00,190.706,0.000583,0.3079,2.32e-06,2.4264,0.718,-18.164
2018-04-05 06:00:00,136.448,0.000587,0.3656,2.51e-06,3.1851,-4.97,-42.359
2018-04-05 06:30:00,37.173,0.000586,0.2632,1.5e-06,-2.5359,3.801,-58.133
2018-04-05 07:00:00,-2249.842,0.000582,0.2053,1.91e-06,-4.2583,6.157,0.458
2018-04-05 07:30:00,-276.204,0.000576,0.3899,1.48e-06,-3.4179,31.961,25.454
2018-04-05 08:00:00,-109.686,0.000572,0.3095,1.67e-06,-5.8704,41.336,31.871
2018-04-05 08:30:00,-61.375,0.00057,0.2933,2.88e-06,-8.1293,71.864,48.399
2018-04-05 09:00:00,-3.139,0.000568,0.1026,2.43e-06,-8.0224,66.479,39.913
2018-04-05 09:30:00,-15.41,0.000565,0.2142,3.69e-06,-13.4491,107.287,74.472
2018-04-05 10:00:00,-16.0,0.000564,0.249,3.18e-06,-10.0503,86.881,112.342
2018-04-05 10:30:00,-4.619,0.000564,0.1598,3.76e-06,-12.8956,,102.353
2018-04-05 11:00:00,-25.033,0.000564,0.2662,2.92e-06,-9.2335,97.555,85.733
2018-04-05 11:30:00,-24.735,0.000565,0.2416,3.24e-06,-9.887,,64.079
2018-04-05 12:00:00,-0.635,0.000565,0.0681,4.77e-06,-13.1531,,55.562
2018-04-05 12:30:00,-5.097,0.000564,0.1738,4.3e-06,-13.6796,,115.206
2018-04-05 13:00:00,-7.419,0.000561,0.2333,4.31e-06,-17.6804,,189.319
2018-04-05 13:30:00,-97.801,0.000561,0.3568,3.82e-06,-15.4174,,51.847
2018-04-05 14:00:00,-28.998,0.000561,0.2464,2.9e-06,-11.045,,58.488
2018-04-05 14:30:00,-22.455,0.00056,0.2362,3.49e-06,-9.7958,,65.405
2018-04-05 15:00:00,-533.142,0.000561,0.3117,2.46e-06,-8.748,81.302,6.414
2018-04-05 15:30:00,-92.958,0.000561,0.2541,3.73e-06,-6.1333,79.179,20.308
2018-04-05 16:00:00,-122.145,0.000561,0.2819,2.16e-06,-8.0118,78.902,21.218
2018-04-05 16:30:00,-787.91,0.000565,0.3194,2.31e-06,-6.5078,63.383,4.988
2018-04-05 17:00:00,271.23,0.000567,0.2297,1.23e-06,-4.0473,59.714,-5.392
2018-04-05 17:30:00,2207.365,0.000568,0.3762,1.07e-06,2.6071,17.01,-2.86
2018-04-05 18:00:00,189.515,0.00057,0.3529,1.7e-06,3.0366,12.932,-27.415
2018-04-05 18:30:00,245.834,0.000572,0.5457,1.4e-06,2.8439,-79.25,-78.816
2018-04-05 19:00:00,87.063,0.000576,0.2557,2.72e-06,-1.4695,3.18,-22.452
2018-04-05 19:30:00,108.177,0.000581,0.2213,3.31e-06,-1.979,1.893,-11.778
2018-04-05 20:00:00,174.85,0.000582,0.374,3.24e-06,-6.0667,-6.871,-35.684
2018-04-05 20:30:00,48.129,0.000591,0.171,6.03e-06,-0.5422,5.168,-12.418
2018-04-05 21:00:00,51.909,0.000589,0.1858,6.18e-06,0.5701,1.696,-14.807
2018-04-05 21:30:00,44.281,0.000591,0.1922,8.52e-06,-5.3694,0.388,-19.197
2018-04-05 22:00:00,77.434,0.000592,0.2331,5.71e-06,-3.4816,-0.1,-19.636
2018-04-05 22:30:00,51.167,0.00059,0.2681,7.39e-06,-14.3234,-8.695,-45.751
2018-04-05 23:00:00,62.257,0.000591,0.2146,7.68e-06,3.5948,-7.555,-19.31
2018-04-05 23:30:00,102.712,0.000589,0.214,9.47e-06,4.8923,1.262,-11.586
2018-04-06 00:00:00,12.759,0.000588,0.1335,4.47e-06,0.0388,-0.328,-22.626
