TimeStamp,WS,L,zL,C_CO2,ustar,Tsonic,q,sd_C_CO2,F_CO2,Q_E,Q_H
2018-10-01 08:00:00,1.472,-290.0,-0.00999,0.00057,0.3203,285.0,0.00543,3.11e-06,-4.5263,18.243,15.2418
2018-10-01 08:30:00,1.565,-14.9,-0.195,0.000561,0.1673,286.0,0.00536,1.8e-06,-4.9818,41.041,42.1933
2018-10-01 09:00:00,1.848,-12.4,-0.234,0.000557,0.1639,286.0,0.00524,1.78e-06,-6.1802,58.311,47.1568
2018-10-01 09:30:00,1.577,-33.3,-0.0871,0.000555,0.2742,286.0,0.00521,1.76e-06,-6.7158,73.063,82.0877
2018-10-01 10:00:00,1.709,-42.3,-0.0685,0.000553,0.3231,287.0,0.0052,1.78e-06,-7.2548,92.06,105.6291
2018-10-01 10:30:00,2.072,-35.1,-0.0827,0.000551,0.2828,287.0,0.00501,2.96e-06,-5.1008,80.176,84.0612
2018-10-01 11:00:00,2.15,-90.6,-0.032,0.000548,0.403,287.0,0.00472,1.79e-06,-6.3885,85.706,91.9264
2018-10-01 11:30:00,2.296,-112.0,-0.0259,0.000548,0.4901,288.0,0.00464,2.02e-06,-5.8714,82.055,132.9035
2018-10-01 12:00:00,2.414,-36.9,-0.0786,0.000546,0.4094,288.0,0.00454,2.34e-06,3.8987,81.334,233.1049
2018-10-01 12:30:00,2.069,-56.1,-0.0517,0.000547,0.3468,288.0,0.00444,2.1e-06,-6.0082,92.764,92.5074
2018-10-01 13:00:00,2.288,-58.1,-0.0499,0.000546,0.4372,289.0,0.00434,2.34e-06,-1.8671,98.694,177.344
2018-10-01 13:30:00,2.183,-20.8,-0.139,0.000548,0.208,289.0,0.00451,2.37e-06,-5.0121,69.806,53.9386
2018-10-01 14:00:00,1.753,-151.0,-0.0192,0.000548,0.3712,289.0,0.00463,2.82e-06,-7.0142,91.023,42.7348
2018-10-01 14:30:00,2.544,-251.0,-0.0115,0.000549,0.4303,289.0,0.00448,1.77e-06,-7.7238,106.746,39.5069
2018-10-01 15:00:00,1.999,889.0,0.00326,0.000551,0.2923,290.0,0.00448,1.45e-06,-4.3916,56.451,-3.4985
2018-10-01 15:30:00,1.824,-397.0,-0.0073,0.000551,0.4389,289.0,0.00456,2.89e-06,-0.4696,28.598,26.682
2018-10-01 16:00:00,1.183,130.0,0.0222,0.000553,0.2257,290.0,0.0047,1.29e-06,-2.8382,34.666,-11.1552
2018-10-01 16:30:00,1.35,229.0,0.0127,0.000552,0.1195,290.0,0.00473,1.21e-06,-0.8878,16.392,-0.9469
2018-10-01 17:00:00,1.268,-95.9,-0.0302,0.000551,0.2388,289.0,0.00476,1.46e-06,0.2943,23.713,18.0702
2018-10-01 17:30:00,1.329,84.2,0.0345,0.000552,0.266,290.0,0.00479,1.53e-06,0.8031,18.667,-28.5374
2018-10-01 18:00:00,0.842,27.6,0.105,0.000557,0.1362,290.0,0.00489,2.19e-06,1.4117,5.801,-11.7645
2018-10-01 18:30:00,0.692,8.71,0.333,0.000566,0.0786,290.0,0.00504,3.93e-06,1.2837,3.838,-7.2439
2018-10-01 19:00:00,1.408,70.9,0.0409,0.000563,0.3282,290.0,0.00523,3.37e-06,-7.7653,6.185,-65.9507
2018-10-01 19:30:00,1.537,186.0,0.0156,0.000565,0.3177,289.0,0.0053,2.03e-06,3.519,5.566,-22.9079
2018-10-01 20:00:00,1.598,50.3,0.0577,0.000565,0.1755,289.0,0.0055,2.06e-06,0.0492,-0.642,-14.5313
2018-10-01 20:30:00,1.905,186.0,0.0156,0.000563,0.349,289.0,0.00565,1.25e-06,0.0175,6.258,-31.3334
2018-10-01 21:00:00,2.057,123.0,0.0235,0.000564,0.2568,289.0,0.00563,1.29e-06,0.7559,2.102,-18.7801
2018-10-01 21:30:00,1.935,522.0,0.00556,0.000563,0.4726,289.0,0.00563,1.41e-06,2.4652,13.878,-27.6788
2018-10-01 22:00:00,2.108,74.1,0.0392,0.000562,0.2012,289.0,0.00565,1.27e-06,1.2466,7.907,-15.0447
2018-10-01 22:30:00,1.888,35.1,0.0825,0.000564,0.1929,288.0,0.00561,1.53e-06,-0.3091,4.673,-27.8543
2018-10-01 23:00:00,1.89,111.0,0.0261,0.000565,0.2408,288.0,0.00559,1.59e-06,0.3656,9.171,-17.1274
2018-10-01 23:30:00,2.139,359.0,0.00808,0.000564,0.3867,288.0,0.0055,9.94e-07,-0.2179,6.26,-21.7478
2018-10-02 00:00:00,1.527,124.0,0.0234,0.000563,0.2226,288.0,0.00539,1.26e-06,2.4251,9.264,-11.8912
2018-10-02 00:30:00,,,,,,,,,,,
2018-10-02 01:00:00,,,,,,,,,,,
2018-10-02 01:30:00,2.51,1204.7,0.002407,0.000562,0.229,288.0,0.00602,1.2e-06,1.119,6.895,-1.41
2018-10-02 02:00:00,2.03,179.5,0.016154,0.000565,0.237,288.0,0.0059,8.75e-07,0.31,0.847,-10.34
2018-10-02 02:30:00,1.98,1308.3,0.002217,0.000564,0.303,288.0,0.00594,7.84e-07,1.416,9.006,-2.97
2018-10-02 03:00:00,1.89,529.8,0.005474,0.000565,0.275,288.0,0.00609,9.58e-07,1.25,-8.484,-5.6
2018-10-02 03:30:00,1.94,240.3,0.01207,0.000574,0.262,289.0,,1.03e-05,1.713,,-10.88
2018-10-02 04:00:00,2.2,93.7,0.03096,0.000648,0.261,288.0,,2.19e-05,19.774,,-29.25
2018-10-02 04:30:00,,,,,,,,,,,
2018-10-02 05:00:00,,,,,,,,,,,
2018-10-02 05:30:00,1.84,333.3,0.0087,0.000566,0.2,290.0,0.00785,2.9e-06,1.198,11.755,-4.06
2018-10-02 06:00:00,2.23,950.3,0.003052,0.000565,0.359,290.0,0.00818,1.33e-06,1.764,9.108,-8.58
2018-10-02 06:30:00,2.43,711.8,0.004074,0.000563,0.468,291.0,0.00872,2.7e-06,5.855,-36.963,-27.23
2018-10-02 07:00:00,2.44,533.5,0.005436,0.00056,0.342,291.0,0.00891,7.35e-07,0.15,15.553,-14.45
2018-10-02 07:30:00,2.97,-690.9,-0.004198,0.000557,0.36,291.0,0.00904,1.69e-06,-2.052,9.696,13.3
2018-10-02 08:00:00,2.7,-546.5,-0.005307,0.000557,0.323,291.0,0.00909,7.94e-07,-2.708,27.933,12.24
2018-10-02 08:30:00,3.22,-608.5,-0.004766,0.000553,0.384,291.0,0.00916,1.75e-06,-5.355,44.495,18.68
2018-10-02 09:00:00,2.26,-2275.6,-0.001274,0.000551,0.453,292.0,0.00909,1.56e-06,-7.366,59.324,8.13
2018-10-02 09:30:00,2.11,-765.3,-0.003789,0.000552,0.392,292.0,0.00904,1.73e-06,-10.818,79.471,15.64
2018-10-02 10:00:00,2.73,-4435.2,-0.000654,0.00055,0.691,292.0,0.00907,1.46e-06,-7.869,68.195,14.84
2018-10-02 10:30:00,2.42,-273.6,-0.0106,0.000548,0.362,292.0,0.00905,2.13e-06,-7.127,59.764,34.67
2018-10-02 11:00:00,2.95,-182.6,-0.015886,0.000548,0.309,292.0,0.009,2.01e-06,-5.999,52.88,32.01
2018-10-02 11:30:00,2.8,-1378.5,-0.002104,0.000547,0.69,292.0,0.00899,1.95e-06,-7.197,71.603,47.21
2018-10-02 12:00:00,2.8,-218.5,-0.013274,0.000545,0.604,293.0,0.00906,1.88e-06,-4.505,84.15,201.66
2018-10-02 12:30:00,2.72,-263.8,-0.010992,0.000545,0.378,293.0,0.00905,1.51e-06,-8.136,80.798,40.91
2018-10-02 13:00:00,2.39,-402.5,-0.007204,0.000547,0.325,293.0,0.00907,1.07e-06,-3.211,53.392,17.0
2018-10-02 13:30:00,3.16,-341.0,-0.008506,0.000546,0.324,293.0,0.00864,9.75e-07,-5.181,49.611,18.8
2018-10-02 14:00:00,3.12,-2491.3,-0.001164,0.000548,0.54,293.0,0.00854,7.25e-07,-1.77,52.458,11.78
2018-10-02 14:30:00,2.44,3130.5,0.000926,0.000548,0.365,293.0,0.00869,6.97e-07,-0.736,51.146,-2.95
2018-10-02 15:00:00,2.46,4702.2,0.000617,0.000549,0.398,293.0,0.00872,6.13e-07,-1.957,30.509,-2.56
2018-10-02 15:30:00,2.34,188.0,0.015426,0.000548,0.239,293.0,0.00861,1.46e-06,-5.589,11.854,-13.6
2018-10-02 16:00:00,2.01,588.3,0.004929,0.000549,0.326,293.0,0.00847,6.62e-07,-0.567,5.237,-10.86
2018-10-02 16:30:00,2.35,578.0,0.005017,0.000551,0.331,293.0,0.00852,1.65e-06,-0.321,8.65,-11.68
2018-10-02 17:00:00,2.22,1325.9,0.002187,0.000552,0.579,293.0,0.00846,1.22e-06,1.246,15.416,-27.02
2018-10-02 17:30:00,2.39,1430.6,0.002027,0.000553,0.629,293.0,0.00843,1.54e-06,0.119,40.043,-31.9
2018-10-02 18:00:00,1.66,670.0,0.004328,0.000555,0.482,293.0,0.00832,1.57e-06,1.118,2.924,-30.22
2018-10-02 18:30:00,1.86,236.9,0.01224,0.000555,0.29,293.0,0.00846,2.23e-06,-0.22,-0.453,-18.98
2018-10-02 19:00:00,2.27,428.5,0.006768,0.000555,0.495,293.0,0.00848,1.8e-06,-0.611,13.18,-52.19
2018-10-02 19:30:00,1.66,165.9,0.017481,0.000557,0.334,292.0,0.00843,1.72e-06,-0.211,0.17,-41.28
2018-10-02 20:00:00,1.54,85.7,0.033836,0.000559,0.238,292.0,0.00846,1.86e-06,2.611,-0.233,-28.74
2018-10-02 20:30:00,1.29,62.7,0.046235,0.000562,0.209,292.0,0.00846,2.21e-06,2.981,-3.557,-26.82
2018-10-02 21:00:00,1.28,91.6,0.031658,0.000566,0.212,292.0,0.00855,2.45e-06,3.139,-11.973,-19.41
2018-10-02 21:30:00,1.48,39.6,0.073235,0.00057,0.219,291.0,0.0086,2.54e-06,6.26,-17.771,-49.83
2018-10-02 22:00:00,1.13,68.0,0.042618,0.000567,0.213,291.0,0.00868,2.55e-06,6.336,-6.628,-26.94
2018-10-02 22:30:00,1.5,166.4,0.01743,0.00056,0.222,292.0,0.00861,1.38e-06,2.067,2.209,-12.24
2018-10-02 23:00:00,1.32,93.8,0.030909,0.00056,0.263,291.0,0.0085,1.44e-06,2.983,-5.763,-35.94
2018-10-02 23:30:00,1.18,47.9,0.060548,0.000561,0.179,291.0,0.00861,1.51e-06,1.88,-7.219,-22.5
2018-10-03 00:00:00,1.27,87.8,0.033022,0.000559,0.195,291.0,0.00859,1.4e-06,1.406,1.626,-15.76
2018-10-03 00:30:00,,,,,,,,,,,
2018-10-03 01:00:00,,,,,,,,,,,
2018-10-03 01:30:00,1.827,461.67,0.00628,0.000558,0.3938,291.0,0.00841,1.14e-06,1.0881,-8.453,-24.191
2018-10-03 02:00:00,1.641,361.14,0.00803,0.00056,0.4552,291.0,0.00828,1.4e-06,-2.8496,22.919,-46.92
2018-10-03 02:30:00,0.711,228.93,0.01267,0.000562,0.3532,291.0,0.00817,1.27e-06,2.6647,-14.515,-34.094
2018-10-03 03:00:00,0.668,205.94,0.01408,0.000565,0.192,291.0,0.008,2.82e-06,0.8061,-0.982,-5.969
2018-10-03 03:30:00,0.681,37.09,0.07819,0.000575,0.1161,291.0,0.00788,5.41e-06,-0.107,5.794,-7.231
2018-10-03 04:00:00,0.412,-13.5,-0.21482,0.000585,0.0473,290.0,0.0077,2.99e-06,1.0058,-10.441,1.315
2018-10-03 04:30:00,0.718,237.24,0.01222,0.000584,0.0898,290.0,0.00777,3.71e-06,1.2272,-4.217,-0.516
2018-10-03 05:00:00,0.581,,,0.000577,0.0539,287.0,0.00778,1.4e-05,-6.8215,-10.004,
2018-10-03 05:30:00,0.832,40.75,0.07116,0.000588,0.1119,290.0,0.00799,7.5e-06,5.8606,-2.692,-5.966
2018-10-03 06:00:00,1.279,86.55,0.03351,0.000586,0.1505,290.0,0.00797,3.1e-06,4.9185,-0.6,-6.834
2018-10-03 06:30:00,1.35,63.54,0.04564,0.000589,0.1334,290.0,0.008,2.38e-06,1.4385,0.177,-6.496
2018-10-03 07:00:00,1.255,62.33,0.04653,0.000593,0.0881,290.0,0.00808,2.44e-06,2.5946,2.609,-1.929
2018-10-03 07:30:00,1.722,327.09,0.00887,0.000593,0.2382,290.0,0.00824,3.54e-06,-1.1009,5.169,-7.417
2018-10-03 08:00:00,1.956,-633.19,-0.00458,0.000577,0.2304,290.0,0.00829,4.48e-06,0.9329,15.42,3.494
2018-10-03 08:30:00,1.704,-97.02,-0.02989,0.00057,0.253,290.0,0.00806,1.65e-06,-7.2516,15.83,29.404
2018-10-03 09:00:00,1.458,-11.78,-0.24623,0.000569,0.1394,290.0,0.00801,2.48e-06,1.1901,6.208,40.354
2018-10-03 09:30:00,1.293,-10.58,-0.27418,0.000555,0.1452,289.0,0.00803,5.66e-06,-9.6932,65.153,51.336
2018-10-03 10:00:00,1.842,-73.29,-0.03957,0.00055,0.3738,291.0,0.00753,2.21e-06,0.8837,52.139,118.818
2018-10-03 10:30:00,1.521,2361.76,0.00123,0.000549,0.2445,291.0,0.00749,1.76e-06,-7.5019,38.63,-1.026
2018-10-03 11:00:00,1.817,-1096.02,-0.00265,0.000552,0.3318,291.0,0.0075,1.48e-06,-5.0604,57.593,5.532
2018-10-03 11:30:00,,,,,,,,,,,
2018-10-03 12:00:00,,,,,,,,,,,
2018-10-03 12:30:00,1.832,-50.85,-0.05703,0.000548,0.3236,291.0,0.00783,2.83e-06,-2.9196,56.661,115.237
2018-10-03 13:00:00,1.57,-19.14,-0.15149,0.000546,0.2161,290.0,0.00785,2.14e-06,-8.336,95.325,91.744
2018-10-03 13:30:00,1.838,-31.3,-0.09265,0.000544,0.2675,291.0,0.00779,2.24e-06,-8.901,104.403,105.671
2018-10-03 14:00:00,2.064,-66.46,-0.04363,0.000546,0.3624,291.0,0.00768,2.21e-06,-2.9879,92.095,121.97
2018-10-03 14:30:00,2.045,-55.26,-0.05248,0.000545,0.2673,291.0,0.00782,2.34e-06,-6.4892,70.456,59.827
2018-10-03 15:00:00,1.907,-216.36,-0.0134,0.000546,0.3414,292.0,0.00779,1.78e-06,-6.2777,73.477,31.702
2018-10-03 15:30:00,1.547,-25.51,-0.11367,0.000546,0.164,292.0,0.00778,1.5e-06,-3.4972,46.225,29.768
2018-10-03 16:00:00,1.195,-70.44,-0.04117,0.000546,0.2108,292.0,0.00784,1.53e-06,-3.149,39.949,23.074
2018-10-03 16:30:00,1.241,-348.11,-0.00833,0.000547,0.3267,292.0,0.00785,9.75e-07,0.0132,-2.382,17.367
2018-10-03 17:00:00,1.269,157.01,0.01847,0.00055,0.2209,292.0,0.00791,1.65e-06,-0.4369,4.671,-11.976
2018-10-03 17:30:00,,,,,,,,,,,
2018-10-03 18:00:00,,,,,,,,,,,
2018-10-03 18:30:00,0.573,8.75,0.33141,0.000571,0.0469,292.0,0.00805,4.52e-06,0.3421,0.673,-2.075
2018-10-03 19:00:00,0.642,1.95,1.48639,0.00058,0.0438,292.0,0.00822,3.18e-06,0.8975,-0.935,-7.7
2018-10-03 19:30:00,0.826,4.47,0.64805,0.000578,0.0542,292.0,0.0083,3.82e-06,1.1869,-0.565,-6.416
2018-10-03 20:00:00,0.697,15.98,0.18148,0.000576,0.0839,291.0,0.00832,4.77e-06,0.4762,-1.717,-6.677
2018-10-03 20:30:00,0.615,5.17,0.56082,0.000586,0.0635,291.0,0.00818,3.79e-06,1.5485,-2.659,-8.795
2018-10-03 21:00:00,0.792,7.55,0.38398,0.000586,0.0914,291.0,0.00832,2.74e-06,-0.3673,0.728,-18.241
2018-10-03 21:30:00,0.731,18.08,0.16043,0.000586,0.08,291.0,0.00839,3.06e-06,-0.9849,-2.462,-5.167
2018-10-03 22:00:00,0.702,-257.3,-0.01127,0.00059,0.1319,291.0,0.00829,2.69e-06,-0.6383,14.127,1.604
2018-10-03 22:30:00,0.603,23.42,0.12383,0.000592,0.1325,290.0,0.00818,2.44e-06,2.9093,-2.707,-17.637
2018-10-03 23:00:00,0.886,22.42,0.12937,0.000596,0.097,290.0,0.00809,3.27e-06,-0.1892,-4.495,-7.147
2018-10-03 23:30:00,0.531,19.14,0.15152,0.000598,0.0887,290.0,,3.52e-06,0.6164,,-6.321
2018-10-04 00:00:00,0.926,50.97,0.0569,0.000604,0.1919,290.0,0.00787,3.3e-06,3.4821,41.473,-23.714
2018-10-04 00:30:00,,,,,,,,,,,
2018-10-04 01:00:00,,,,,,,,,,,
2018-10-04 01:30:00,,,,,,,,,,,
2018-10-04 02:00:00,,,,,,,,,,,
2018-10-04 02:30:00,1.13,-354.06,-0.008191,0.00058,0.1707,290.0,0.00845,2.88e-06,2.1813,10.33534,2.573
2018-10-04 03:00:00,1.081,152.46,0.019021,0.000575,0.1115,290.0,0.00845,1.9e-06,2.0189,-2.35053,-1.666
2018-10-04 03:30:00,1.027,-2454.3,-0.001182,0.000574,0.2227,290.0,0.00845,2.04e-06,3.4605,5.55254,0.825
2018-10-04 04:00:00,0.781,60.28,0.048108,0.000573,0.0898,290.0,0.00842,1.96e-06,0.6795,-0.99116,-2.194
2018-10-04 04:30:00,0.962,1023.73,0.002833,0.000572,0.1697,290.0,0.0084,1.53e-06,0.9183,-2.01688,-0.869
2018-10-04 05:00:00,0.639,431.93,0.006714,0.000575,0.1239,290.0,0.00844,2.45e-06,2.74,1.63609,-0.806
2018-10-04 05:30:00,0.844,8551.36,0.000339,0.000576,0.1768,290.0,0.00843,3.07e-06,3.7201,-5.8606,-0.118
2018-10-04 06:00:00,0.988,-274.97,-0.010547,0.000578,0.1973,290.0,0.00842,2.64e-06,1.7706,-0.57733,5.091
2018-10-04 06:30:00,1.149,-472.7,-0.006135,0.00058,0.1486,290.0,0.00831,1.93e-06,1.8139,-3.70735,1.25
2018-10-04 07:00:00,1.483,-183.52,-0.015802,0.000581,0.1625,290.0,0.00833,2.38e-06,0.5593,0.21654,4.22
2018-10-04 07:30:00,1.361,-794.16,-0.003652,0.000579,0.2733,289.0,0.00812,2.83e-06,-0.1437,-8.67756,4.526
2018-10-04 08:00:00,1.202,-288.85,-0.01004,0.000587,0.2972,290.0,0.00835,2.68e-06,4.3446,-56.14886,16.441
2018-10-04 08:30:00,1.402,-126.24,-0.022973,0.000579,0.1876,290.0,0.00847,4.05e-06,-5.0195,34.16463,9.592
2018-10-04 09:00:00,1.421,-136.67,-0.021218,0.000572,0.2681,289.0,0.0086,1.65e-06,-1.595,2.72081,26.324
2018-10-04 09:30:00,1.472,-96.41,-0.03008,0.00057,0.2114,290.0,0.00879,4.26e-06,-3.7033,33.69611,18.756
2018-10-04 10:00:00,1.834,-105.68,-0.02744,0.000563,0.2355,290.0,0.00879,3.12e-06,2.2917,1.96916,23.658
2018-10-04 10:30:00,1.676,-202.6,-0.014314,0.000557,0.2872,290.0,0.0089,1.71e-06,1.6148,-12.5732,22.732
2018-10-04 11:00:00,2.13,-28.88,-0.100417,0.000558,0.168,291.0,0.00903,2.39e-06,-5.6547,57.39643,32.506
2018-10-04 11:30:00,1.892,-23.6,-0.122895,0.000558,0.1751,291.0,0.00904,2.17e-06,-6.2114,40.77378,45.245
2018-10-04 12:00:00,1.744,-9.92,-0.292206,0.000556,0.1225,291.0,0.00911,2.93e-06,-4.1076,29.88588,37.145
2018-10-04 12:30:00,2.415,-301.62,-0.009615,0.000551,0.3977,291.0,0.00902,2.03e-06,-8.5745,49.87874,41.341
2018-10-04 13:00:00,2.121,-104.86,-0.027656,0.00055,0.2634,292.0,0.00901,2.14e-06,-6.2158,43.63915,34.475
2018-10-04 13:30:00,2.177,-166.7,-0.017396,0.00055,0.2716,292.0,0.00893,1.9e-06,-5.2249,43.12007,23.504
2018-10-04 14:00:00,2.506,-142.97,-0.020284,0.000548,0.3182,291.0,0.00888,1.82e-06,-8.3687,63.39156,43.846
2018-10-04 14:30:00,2.388,788.19,0.003679,0.000547,0.4322,291.0,0.00891,2.75e-06,-3.015,37.37563,-20.015
2018-10-04 15:00:00,2.089,-2205.45,-0.001315,0.000549,0.5604,292.0,0.00884,1.85e-06,-2.7073,-9.61288,15.44
2018-10-04 15:30:00,2.123,556.12,0.005215,0.000549,0.299,292.0,0.00874,1.59e-06,-1.9572,14.78415,-9.171
2018-10-04 16:00:00,2.348,,,0.000548,0.241,292.0,0.00859,1.88e-06,-3.7414,26.19476,13.618
2018-10-04 16:30:00,1.89,,,0.00055,0.4667,291.0,0.00858,1.73e-06,0.0111,3.40343,9.158
2018-10-04 17:00:00,1.68,,,0.000553,0.4169,292.0,0.0086,1.16e-06,2.1764,-3.33856,-13.018
2018-10-04 17:30:00,1.58,,,0.000555,0.1902,292.0,0.0086,1.15e-06,0.1303,-3.0274,-5.635
2018-10-04 18:00:00,2.032,,,0.000555,0.278,292.0,0.00859,1.07e-06,-1.2123,-31.70869,-24.844
2018-10-04 18:30:00,2.063,,,0.000555,0.6859,292.0,0.00859,1.62e-06,-1.4922,31.68977,-41.26
2018-10-04 19:00:00,1.5,,,0.000558,0.2034,292.0,0.00858,1.67e-06,1.2389,0.34783,-9.184
2018-10-04 19:30:00,1.311,,,0.000558,0.2293,291.0,0.00858,1.14e-06,1.4812,0.23778,-25.376
2018-10-04 20:00:00,1.288,,,0.000563,0.1683,291.0,0.00858,2.26e-06,-1.273,0.00962,-8.148
2018-10-04 20:30:00,1.444,,,0.000562,0.2069,291.0,0.00857,1.84e-06,1.1305,1.10073,-5.224
2018-10-04 21:00:00,1.169,,,0.000562,0.3418,291.0,0.00857,1.32e-06,1.5252,0.59464,-5.132
2018-10-04 21:30:00,,,,,,,,,,,
2018-10-04 22:00:00,,,,,,,,,,,
2018-10-04 22:30:00,1.455,,,0.000565,0.2571,291.0,0.00857,1.28e-06,0.3975,-14.37467,-28.01
2018-10-04 23:00:00,1.663,,,0.000561,0.2545,291.0,0.00857,1.45e-06,0.0257,0.28003,-7.251
2018-10-04 23:30:00,1.245,,,0.000562,0.1535,291.0,0.00857,1.56e-06,1.5334,0.60754,-4.019
2018-10-05 00:00:00,1.34,,,0.000561,0.1911,291.0,0.00857,1.22e-06,1.3443,0.8762,-3.832
2018-10-05 00:30:00,,,,,,,,,,,
2018-10-05 01:00:00,,,,,,,,,,,
2018-10-05 01:30:00,1.038,,,0.000567,0.1433,291.0,0.00904,1.42e-06,0.114,-0.799,-3.355
2018-10-05 02:00:00,0.6323,,,0.000571,0.116,291.0,0.00904,2.29e-06,0.695,-0.785,-7.297
2018-10-05 02:30:00,0.602,,,0.000571,0.0813,291.0,0.00904,2.72e-06,1.427,-0.37,-5.803
2018-10-05 03:00:00,0.1225,,,0.000578,0.0455,291.0,0.00904,6.09e-06,-0.272,-0.951,-2.975
2018-10-05 03:30:00,0.3925,,,0.000586,0.1232,291.0,0.00904,8.21e-06,1.867,1.647,-1.874
2018-10-05 04:00:00,0.2675,,,0.000587,0.0543,291.0,0.00904,9.07e-06,1.323,-1.513,-1.649
2018-10-05 04:30:00,0.4253,,,0.000576,0.1061,291.0,0.00905,3.78e-06,3.113,2.647,0.409
2018-10-05 05:00:00,0.2179,,,0.000578,0.094,291.0,0.00904,4.41e-06,1.102,2.355,-2.436
2018-10-05 05:30:00,0.2916,,,0.000582,0.0913,291.0,0.00904,4.69e-06,1.401,-3.947,1.058
2018-10-05 06:00:00,0.5642,,,0.000591,0.0833,291.0,,1.26e-05,-0.83,,-0.333
2018-10-05 06:30:00,,,,,,,,,,,
2018-10-05 07:00:00,,,,,,,,,,,
2018-10-05 07:30:00,0.8316,,,0.00059,0.1672,291.0,0.00903,8.3e-06,-0.5,2.729,5.823
2018-10-05 08:00:00,0.9505,,,0.000583,0.1368,291.0,0.00903,7.15e-06,-2.555,9.822,7.524
2018-10-05 08:30:00,0.8783,-55.592,-0.05217,0.000571,0.1739,291.0,0.00944,5.02e-06,-8.647,-1.548,19.509
2018-10-05 09:00:00,0.8754,-191.458,-0.01515,0.000571,0.2791,291.0,0.00942,3.87e-06,-5.777,32.811,23.389
2018-10-05 09:30:00,0.8589,-84.687,-0.03424,0.000569,0.2097,291.0,0.00937,3.46e-06,-0.589,10.262,22.312
2018-10-05 10:00:00,0.8525,-757.379,-0.00383,0.000565,0.4773,291.0,0.00938,4.83e-06,-9.244,32.165,29.506
2018-10-05 10:30:00,0.8715,-41.402,-0.07005,0.000563,0.1805,291.0,0.00942,2.91e-06,-7.687,31.217,29.381
2018-10-05 11:00:00,0.9757,-31.514,-0.09202,0.000563,0.1929,291.0,0.00949,4.62e-06,-10.747,29.344,47.744
2018-10-05 11:30:00,,,,,,,,,,,
2018-10-05 12:00:00,,,,,,,,,,,
2018-10-05 12:30:00,0.2252,-10.985,-0.264,0.000554,0.1192,291.0,0.00937,3.44e-06,-2.625,28.941,31.861
2018-10-05 13:00:00,0.6382,-9.809,-0.29566,0.000551,0.105,291.0,0.00954,2.94e-06,-4.245,22.717,25.007
2018-10-05 13:30:00,0.6309,-9.97,-0.29087,0.000549,0.1338,291.0,0.00953,2.53e-06,-5.399,44.741,51.149
2018-10-05 14:00:00,0.961,-3.15,-0.92062,0.000549,0.0902,292.0,0.00955,3.08e-06,-5.634,54.467,49.503
2018-10-05 14:30:00,1.123,-15.557,-0.18641,0.000551,0.1597,292.0,0.00958,3.05e-06,-5.894,55.958,55.742
2018-10-05 15:00:00,0.8477,-30.05,-0.09651,0.000547,0.2365,292.0,0.00955,2.71e-06,-6.11,61.992,93.916
2018-10-05 15:30:00,1.1723,-1.48,-1.95907,0.000547,0.0514,293.0,0.00965,2.3e-06,-2.578,31.909,19.629
2018-10-05 16:00:00,1.2321,1683.453,0.00172,0.000554,0.2802,294.0,0.00939,1.89e-06,-5.39,45.358,-2.697
2018-10-05 16:30:00,,,,,,,,,,,
2018-10-05 17:00:00,,,,,,,,,,,
