TimeStamp,WS,L,zL,C_CO2,ustar,Tsonic,q,sd_C_CO2,F_CO2,Q_E,Q_H
2018-01-02 15:30:00,2.27,-185.4,-0.015643,0.000635,0.2326,287.0,,1.13e-05,33.3761,,10.6448
2018-01-02 16:00:00,2.423,39.7,0.072962,0.000582,0.1526,287.0,,1.28e-05,-9.3895,,-13.7588
2018-01-02 16:30:00,2.989,24.4,0.118812,0.000554,0.1619,288.0,,3.44e-06,-5.5924,,-26.6373
2018-01-02 17:00:00,2.677,242.5,0.011957,0.000555,0.3669,289.0,0.00686,1.41e-06,-2.1145,-3.2884,-30.5471
2018-01-02 17:30:00,2.827,268.0,0.010821,0.000557,0.3857,289.0,0.00667,1.12e-06,0.5566,1.6229,-31.473
2018-01-02 18:00:00,1.964,85.6,0.033885,0.000561,0.2526,289.0,0.00656,2.2e-06,1.4336,1.0862,-27.3694
2018-01-02 18:30:00,2.419,122.2,0.023736,0.000562,0.2776,289.0,0.00675,2.48e-06,0.2569,-1.3217,-25.8695
2018-01-02 19:00:00,2.801,348.1,0.008331,0.000561,0.3777,289.0,0.00675,1.03e-06,-0.3644,5.6943,-22.8568
2018-01-02 19:30:00,3.687,,,,0.7864,289.0,,,,,
2018-01-02 20:00:00,,,,,,,,,,,
2018-01-02 20:30:00,,,,,,,,,,,
2018-01-02 21:00:00,,,,,,,,,,,
2018-01-02 21:30:00,,,,,,,,,,,
2018-01-02 22:00:00,,,,,,,,,,,
2018-01-02 22:30:00,,,,,,,,,,,
2018-01-02 23:00:00,,,,,,,,,,,
2018-01-02 23:30:00,,,,,,,,,,,
2018-01-03 00:00:00,,,,,,,,,,,
2018-01-03 00:30:00,6.1,14544.99,0.000199,0.000553,1.169,288.0,0.00608,1.5e-06,3.8781,-57.623,-15.1
2018-01-03 01:00:00,5.55,500.38,0.005796,0.000556,0.657,289.0,0.00596,1.1e-06,-1.7386,8.739,-77.09
2018-01-03 01:30:00,5.04,280.12,0.010353,0.000557,0.557,289.0,0.00582,1.03e-06,-2.596,18.817,-82.85
2018-01-03 02:00:00,6.22,,,0.000557,0.692,289.0,0.0053,8.65e-07,-3.5915,23.306,
2018-01-03 02:30:00,5.82,,,0.00058,0.971,289.0,,2.23e-05,-9.1295,,
2018-01-03 03:00:00,7.21,,,0.000558,0.706,289.0,0.00446,3.34e-06,-9.1509,,
2018-01-03 03:30:00,6.19,592.7,0.004893,0.000558,0.76,289.0,0.00459,1.29e-06,-1.7372,8.889,-89.24
2018-01-03 04:00:00,5.17,437.64,0.006626,0.000558,0.699,289.0,0.00446,8.9e-07,-2.4551,22.262,-92.98
2018-01-03 04:30:00,6.36,,,0.000558,0.749,289.0,0.00425,8.89e-07,-5.0942,-2.941,
2018-01-03 05:00:00,5.95,,,0.000558,0.686,288.0,0.00434,8.1e-07,-3.1731,0.691,
2018-01-03 05:30:00,5.89,507.51,0.005714,0.000559,0.75,288.0,0.0044,8.39e-07,-3.1657,4.829,-98.62
2018-01-03 06:00:00,5.58,521.7,0.005559,0.000559,0.76,288.0,0.00437,1.06e-06,-0.819,-9.689,-99.47
2018-01-03 06:30:00,5.54,313.57,0.009248,0.00056,0.619,288.0,0.00432,1.01e-06,-2.9294,0.96,-89.06
2018-01-03 07:00:00,6.6,306.76,0.009454,0.00056,0.624,288.0,0.00436,9.09e-07,-4.3258,1.112,-94.0
2018-01-03 07:30:00,5.84,687.69,0.004217,0.000559,0.781,288.0,0.00446,9.13e-07,-1.6109,-10.771,-82.94
2018-01-03 08:00:00,4.53,669.93,0.004329,0.00056,0.755,288.0,0.0046,3.53e-06,-6.7428,29.9,-77.6
2018-01-03 08:30:00,4.97,,,0.000559,0.694,288.0,0.00468,9.23e-07,-4.0726,16.15,
2018-01-03 09:00:00,5.01,785.33,0.003693,0.00056,0.806,288.0,0.00455,7.9e-07,-3.1691,-3.158,-80.35
2018-01-03 09:30:00,5.53,405.89,0.007145,0.000559,0.598,288.0,0.00461,7.08e-07,-4.524,17.714,-63.93
2018-01-03 10:00:00,6.39,724.68,0.004002,0.000557,0.779,288.0,0.00475,8.25e-07,-5.2351,6.037,-80.14
2018-01-03 10:30:00,5.88,551.02,0.005263,0.000555,0.734,288.0,0.00475,6.17e-07,-3.5865,8.65,-88.54
2018-01-03 11:00:00,5.7,2349.34,0.001234,0.000555,0.881,289.0,0.00484,6.28e-07,-2.6776,35.338,-36.15
2018-01-03 11:30:00,4.86,2085.82,0.00139,0.000555,1.085,289.0,0.00477,6.83e-07,-7.0733,-38.709,-75.6
2018-01-03 12:00:00,5.2,1301.95,0.002227,0.000553,0.71,289.0,0.00485,1.11e-06,-2.9938,31.331,-34.18
2018-01-03 12:30:00,4.87,3456.53,0.000839,0.000554,1.314,289.0,0.00471,8.59e-07,-5.111,50.978,-80.82
2018-01-03 13:00:00,5.19,644.72,0.004498,0.000553,0.6,289.0,0.00471,8.72e-07,-2.1054,-8.685,-41.22
2018-01-03 13:30:00,6.56,963.64,0.003009,0.000553,0.728,289.0,0.00464,8.58e-07,-3.3833,19.29,-49.03
2018-01-03 14:00:00,6.11,,,0.000553,1.07,289.0,0.00468,6.21e-07,-8.4176,15.304,
2018-01-03 14:30:00,5.93,671.1,0.004321,0.000554,0.795,289.0,0.00475,6.01e-07,-4.5482,-5.286,-92.43
2018-01-03 15:00:00,6.53,927.57,0.003126,0.000554,0.635,289.0,0.00479,8.18e-07,-5.3272,-82.537,-34.26
2018-01-03 15:30:00,5.37,369.24,0.007854,0.000555,0.554,289.0,0.0048,7.48e-07,-5.319,12.16,-56.99
2018-01-03 16:00:00,5.14,457.7,0.006336,0.000556,0.52,289.0,0.00488,8.74e-07,-3.525,-33.662,-38.4
2018-01-03 16:30:00,4.46,301.19,0.009629,0.000558,0.51,289.0,0.00518,1.22e-06,-0.7944,5.227,-56.42
2018-01-03 17:00:00,4.23,119.88,0.02419,0.000561,0.402,289.0,0.00516,1.38e-06,-2.3677,6.949,-69.33
2018-01-03 17:30:00,3.94,357.65,0.008109,0.000561,0.505,289.0,0.00518,1.33e-06,0.0901,4.8,-46.14
2018-01-03 18:00:00,4.38,407.13,0.007123,0.00056,0.582,289.0,0.00514,1.37e-06,-5.3321,-15.116,-61.69
2018-01-03 18:30:00,3.92,240.19,0.012074,0.00056,0.485,289.0,0.0051,1.33e-06,-0.5941,7.109,-60.49
2018-01-03 19:00:00,3.7,276.84,0.010475,0.000558,0.485,289.0,0.00509,1.06e-06,-1.9768,-1.416,-52.4
2018-01-03 19:30:00,2.86,101.24,0.028643,0.00056,0.335,289.0,0.00516,1.36e-06,1.9703,10.622,-47.39
2018-01-03 20:00:00,2.47,1733.26,0.001673,0.000559,0.505,289.0,0.00533,1.17e-06,-0.9006,11.32,-9.67
2018-01-03 20:30:00,2.82,470.5,0.006164,0.00056,0.606,288.0,0.00532,1.07e-06,-2.4262,10.937,-61.36
2018-01-03 21:00:00,3.37,1171.22,0.002476,0.00056,0.487,288.0,0.00525,1.19e-06,0.5394,0.672,-12.67
2018-01-03 21:30:00,2.7,71.92,0.040323,0.00056,0.299,288.0,0.0052,1.22e-06,0.1757,-1.98,-47.57
2018-01-03 22:00:00,2.8,196.93,0.014726,0.000561,0.382,288.0,0.00523,1.33e-06,-1.7485,-4.372,-36.33
2018-01-03 22:30:00,2.64,135.45,0.02141,0.000561,0.333,288.0,0.00527,1.12e-06,0.2705,-0.679,-35.26
2018-01-03 23:00:00,1.6,7.82,0.370608,0.000561,0.104,288.0,0.0053,1.55e-06,0.7626,-3.145,-18.38
2018-01-03 23:30:00,2.06,114.06,0.025426,0.000561,0.336,288.0,0.00535,1.97e-06,-2.484,-4.765,-43.26
2018-01-04 00:00:00,2.72,61.21,0.047375,0.000559,0.29,288.0,0.00518,1.35e-06,0.4588,0.21,-50.88
2018-01-04 00:30:00,2.03,22.2,0.13046,0.000559,0.228,287.0,0.005,1.52e-06,-1.9221,-3.224,-67.45
2018-01-04 01:00:00,1.38,101.7,0.02851,0.000559,0.297,287.0,0.00501,1.76e-06,-0.5492,-0.701,-32.32
2018-01-04 01:30:00,1.74,69.2,0.041931,0.000561,0.194,287.0,0.00506,2.04e-06,3.9997,2.815,-13.32
2018-01-04 02:00:00,2.64,108.0,0.02686,0.000562,0.29,287.0,0.00518,2.61e-06,-0.508,-1.428,-28.75
2018-01-04 02:30:00,1.7,-227.2,-0.012765,0.000563,0.367,287.0,0.0052,3.16e-06,3.7183,17.85,27.92
2018-01-04 03:00:00,1.22,134.8,0.021518,0.000587,0.229,287.0,,4.44e-05,10.9087,,-11.56
2018-01-04 03:30:00,,,,,,,,,,,
2018-01-04 04:00:00,,,,,,,,,,,
2018-01-04 04:30:00,,,,,,,,,,,
2018-01-04 05:00:00,,,,,,,,,,,
2018-01-04 05:30:00,,,,,,,,,,,
2018-01-04 06:00:00,,,,,,,,,,,
2018-01-04 06:30:00,,,,,,,,,,,
2018-01-04 07:00:00,,,,,,,,,,,
2018-01-04 07:30:00,,,,,,,,,,,
2018-01-04 08:00:00,,,,,,,,,,,
2018-01-04 08:30:00,,,,,,,,,,,
2018-01-04 09:00:00,1.64,-10.5,-0.277352,0.000389,0.113,285.0,,6.99e-06,-55.385,,21.67
2018-01-04 09:30:00,3.03,134.8,0.021508,0.000368,0.302,287.0,,1.81e-05,45.7055,,-34.24
2018-01-04 10:00:00,2.99,1254.3,0.002312,0.000339,0.411,288.0,,1.06e-05,9.7028,,-9.31
2018-01-04 10:30:00,3.31,621.5,0.004666,0.000381,0.412,289.0,,3.18e-05,42.4012,,-18.08
2018-01-04 11:00:00,3.55,278.7,0.010407,0.000519,0.356,290.0,,3.73e-05,26.0798,,-25.41
2018-01-04 11:30:00,3.47,114.4,0.025345,0.000546,0.291,290.0,0.00703,1.63e-06,-2.8929,12.512,-32.47
2018-01-04 12:00:00,4.44,562.5,0.005155,0.000547,0.643,290.0,0.00663,9.89e-07,-5.3306,-27.523,-68.76
2018-01-04 12:30:00,5.11,1399.5,0.002072,0.000549,0.773,290.0,0.00627,1.07e-06,5.7173,,-46.21
2018-01-04 13:00:00,4.67,890.6,0.003256,0.00055,0.68,290.0,0.00588,9.44e-07,4.5746,-75.654,-47.77
2018-01-04 13:30:00,6.45,837.5,0.003463,0.000552,0.837,290.0,0.00545,5.95e-07,-3.0737,34.194,-91.06
2018-01-04 14:00:00,6.25,1257.4,0.002306,0.000553,0.877,289.0,0.00545,5.98e-07,-4.4967,6.585,-69.73
2018-01-04 14:30:00,6.84,7452.0,0.000389,0.000554,1.359,289.0,0.0052,5.87e-07,-1.0237,-58.155,-42.77
2018-01-04 15:00:00,6.03,,,0.000554,0.782,289.0,0.00507,5.92e-07,-1.8319,-2.844,
2018-01-04 15:30:00,5.33,607.5,0.004773,0.000556,0.631,289.0,0.00489,6.99e-07,-1.3476,2.155,-51.28
2018-01-04 16:00:00,4.69,2668.8,0.001087,0.000557,1.09,289.0,0.00482,7.73e-07,-2.093,12.581,-59.73
2018-01-04 16:30:00,4.34,338.2,0.008575,0.000559,0.575,288.0,0.00475,9.73e-07,-1.138,5.931,-68.71
2018-01-04 17:00:00,4.04,409.1,0.007089,0.00056,0.663,288.0,0.00471,1.27e-06,0.1118,5.072,-87.18
2018-01-04 17:30:00,3.67,,,0.000561,0.539,288.0,0.00475,1.27e-06,-8.3177,2.519,
2018-01-04 18:00:00,3.56,217.2,0.013355,0.000561,0.426,288.0,0.0048,1.41e-06,3.4893,-2.036,-43.72
2018-01-04 18:30:00,3.2,182.1,0.015924,0.000562,0.452,288.0,0.00488,1.44e-06,-0.8288,-7.137,-62.67
2018-01-04 19:00:00,2.69,40.3,0.071954,0.000562,0.267,287.0,0.00502,1.72e-06,0.7221,0.199,-59.24
2018-01-04 19:30:00,3.06,25.6,0.113429,0.000561,0.137,287.0,0.00504,1.13e-06,-1.8292,-2.074,-12.66
2018-01-04 20:00:00,2.83,106.2,0.027295,0.000561,0.289,287.0,0.00505,1.04e-06,0.0501,0.962,-28.69
2018-01-04 20:30:00,2.19,121.4,0.023886,0.000562,0.267,287.0,0.00517,1.74e-06,0.4757,2.665,-19.87
2018-01-04 21:00:00,1.89,-262.5,-0.011048,0.000595,0.204,287.0,,3.6e-05,40.1846,,4.14
2018-01-04 21:30:00,,,,,,,,,,,
2018-01-04 22:00:00,,,,,,,,,,,
2018-01-04 22:30:00,,,,,,,,,,,
2018-01-04 23:00:00,,,,,,,,,,,
2018-01-04 23:30:00,1.29,16.6,0.174485,0.000593,0.121,283.0,,2.27e-05,7.6675,,-14.07
2018-01-05 00:00:00,2.02,52.6,0.055135,0.000605,0.224,283.0,,9.52e-06,0.0882,,-27.99
2018-01-05 00:30:00,1.909,139.11,0.020847,0.000597,0.2116,283.0,,4.65e-06,2.8628,,-9.056
2018-01-05 01:00:00,2.1223,61.17,0.04741,0.000578,0.214,283.0,,1.15e-05,-5.2632,,-21.315
2018-01-05 01:30:00,2.1285,59.34,0.048872,0.000563,0.2301,284.0,,2.84e-06,4.4503,,-26.838
2018-01-05 02:00:00,1.9192,30.97,0.093625,0.000562,0.1696,284.0,,1.78e-06,1.7912,,-20.511
2018-01-05 02:30:00,1.7409,53.59,0.054117,0.000562,0.1855,284.0,,2.56e-06,-0.2668,,-15.527
2018-01-05 03:00:00,1.8576,74.24,0.039062,0.000561,0.1949,285.0,0.00557,1.77e-06,-1.1323,20.199,-13.128
2018-01-05 03:30:00,1.573,28.26,0.102622,0.00056,0.1748,285.0,,2.69e-06,-0.0973,,-24.752
2018-01-05 04:00:00,1.6983,117.38,0.024706,0.000562,0.2557,285.0,0.00536,2.86e-06,-1.5145,-1.9433,-18.387
2018-01-05 04:30:00,1.6191,36.07,0.080404,0.00056,0.2051,286.0,0.00523,2.07e-06,1.6241,-3.6519,-30.482
2018-01-05 05:00:00,1.6742,32.06,0.090466,0.000562,0.1752,286.0,0.00519,1.53e-06,1.8345,3.846,-21.29
2018-01-05 05:30:00,1.7668,100.58,0.028832,0.000561,0.2147,287.0,0.00523,1.07e-06,2.0232,2.9959,-12.533
2018-01-05 06:00:00,1.8281,67.52,0.04295,0.000563,0.2633,287.0,0.00533,1.55e-06,-1.0364,-12.9293,-34.704
2018-01-05 06:30:00,2.1743,75.85,0.038234,0.000564,0.1997,287.0,0.00537,1.64e-06,-1.7035,1.6092,-13.523
2018-01-05 07:00:00,1.9891,56.06,0.051728,0.000568,0.1987,287.0,0.00546,1.77e-06,-0.7949,-5.429,-18.153
2018-01-05 07:30:00,2.4071,350.45,0.008275,0.000567,0.2414,288.0,0.00551,1.92e-06,-3.5603,28.7006,-5.234
2018-01-05 08:00:00,2.4789,28.11,0.103163,0.000565,0.1658,288.0,0.00553,1.37e-06,-0.7393,-1.8502,-21.195
2018-01-05 08:30:00,3.0777,305.27,0.0095,0.000564,0.4955,288.0,0.00541,1.61e-06,-1.5133,-3.4046,-51.492
2018-01-05 09:00:00,2.6894,181.59,0.01597,0.000563,0.2844,288.0,0.00523,1.42e-06,0.6011,-0.3702,-16.118
2018-01-05 09:30:00,3.0166,128.32,0.0226,0.000561,0.3329,287.0,0.00503,1.2e-06,-1.8219,-1.3747,-35.933
2018-01-05 10:00:00,2.6197,124.07,0.023373,0.000562,0.3323,287.0,0.00503,1.83e-06,-1.6974,-6.2119,-36.992
2018-01-05 10:30:00,2.7474,78.57,0.03691,0.00056,0.3479,287.0,0.00511,2.8e-06,-3.7611,11.8721,-67.588
2018-01-05 11:00:00,4.0111,,,0.000557,0.871,287.0,0.00493,1.55e-06,-14.4546,-10.2724,
2018-01-05 11:30:00,3.8574,409.35,0.007084,0.000556,0.6704,287.0,0.00473,1.93e-06,-9.865,26.3228,-89.935
2018-01-05 12:00:00,3.7662,-509.59,-0.005691,0.000555,0.4712,287.0,0.00475,1.39e-06,-4.3002,46.8932,25.156
2018-01-05 12:30:00,4.0237,8577.75,0.000338,0.000555,0.4451,287.0,0.00475,1.74e-06,-5.2486,61.9128,-1.258
2018-01-05 13:00:00,4.0035,-2273.03,-0.001276,0.000554,0.5204,287.0,0.00477,1.38e-06,-6.7309,70.1194,7.609
2018-01-05 13:30:00,4.3719,-3328.54,-0.000871,0.000554,0.6431,287.0,0.00466,1.08e-06,-7.3876,96.8159,9.728
2018-01-05 14:00:00,3.8412,4012.82,0.000723,0.000554,0.5967,287.0,0.00471,1.06e-06,-6.2428,51.322,-6.473
2018-01-05 14:30:00,3.5669,523.22,0.005543,0.000556,0.4086,287.0,0.00466,8.42e-07,-0.6388,12.8677,-15.886
2018-01-05 15:00:00,3.058,729.18,0.003977,0.000556,0.4079,287.0,0.0046,9.57e-07,-1.3577,13.4036,-11.289
2018-01-05 15:30:00,2.7158,97.54,0.02973,0.000558,0.2902,287.0,0.00459,8.64e-07,-1.5303,2.3503,-30.313
2018-01-05 16:00:00,2.4972,51.55,0.056257,0.000563,0.2472,287.0,0.00448,2.17e-06,-0.0715,2.9049,-35.118
2018-01-05 16:30:00,2.162,22.78,0.127298,0.000566,0.2014,287.0,0.00449,2.08e-06,-0.8328,-0.8792,-43.046
2018-01-05 17:00:00,2.1592,91.13,0.031824,0.000568,0.3635,287.0,0.00458,1.92e-06,0.927,-20.1678,-63.649
2018-01-05 17:30:00,1.7952,44.86,0.064643,0.00057,0.2369,287.0,0.0046,1.7e-06,3.3703,-8.4726,-35.872
2018-01-05 18:00:00,0.95,25.01,0.115953,0.000575,0.1611,286.0,0.00458,3.5e-06,2.0711,-2.4281,-20.193
2018-01-05 18:30:00,0.8152,15.6,0.18586,0.000585,0.1153,286.0,0.0046,5.54e-06,1.3095,-4.4756,-11.874
2018-01-05 19:00:00,0.6372,-19.69,-0.147248,0.000591,0.1084,286.0,0.00449,1e-05,-8.9132,2.8063,7.766
2018-01-05 19:30:00,0.2733,2.52,1.149378,0.000605,0.076,286.0,0.00436,8.23e-06,0.3989,10.9831,-20.624
2018-01-05 20:00:00,0.5221,14.9,0.194689,0.000626,0.0735,285.0,0.00435,1.31e-05,-1.6368,1.4066,-3.162
2018-01-05 20:30:00,0.2832,-279.62,-0.010371,0.000645,0.1032,285.0,0.00438,1.09e-05,-0.8822,1.9727,0.468
